year,region,country,participants_category,protesterviolence,state_violence
2012,North America,Haiti,,0.0,0
2013,North America,Haiti,,0.0,0
2013,North America,Haiti,,0.0,0
2013,North America,Haiti,,0.0,1
2013,North America,Haiti,,1.0,0
2013,North America,Haiti,,1.0,0
2013,North America,Haiti,,0.0,0
2013,North America,Haiti,,0.0,0
2014,North America,Haiti,100-999,1.0,0
2014,North America,Haiti,2000-4999,0.0,0
2014,North America,Haiti,2000-4999,0.0,0
2014,North America,Haiti,1000-1999,1.0,0
2014,North America,Haiti,2000-4999,0.0,0
2014,North America,Haiti,2000-4999,1.0,0
2014,North America,Haiti,2000-4999,1.0,0
2014,North America,Haiti,100-999,0.0,0
2014,North America,Haiti,2000-4999,1.0,0
2015,North America,Haiti,1000-1999,1.0,0
2015,North America,Haiti,2000-4999,0.0,0
2015,North America,Haiti,2000-4999,1.0,0
2015,North America,Haiti,2000-4999,1.0,0
2015,North America,Haiti,50-99,1.0,0
2016,North America,Haiti,2000-4999,1.0,0
2016,North America,Haiti,100-999,0.0,0
2016,North America,Haiti,100-999,0.0,0
2017,North America,Haiti,5000-10000,0.0,0
2017,North America,Haiti,100-999,0.0,0
2018,North America,Haiti,100-999,0.0,0
2018,North America,Haiti,100-999,1.0,0
2018,North America,Haiti,>10000,1.0,0
2018,North America,Haiti,5000-10000,1.0,0
2018,North America,Haiti,5000-10000,1.0,0
2019,North America,Haiti,5000-10000,1.0,0
2019,North America,Haiti,100-999,1.0,0
2019,North America,Haiti,100-999,1.0,0
2019,North America,Haiti,5000-10000,1.0,0
2019,North America,Haiti,5000-10000,1.0,0
2019,North America,Haiti,5000-10000,1.0,0
2019,North America,Haiti,5000-10000,1.0,1
2019,North America,Haiti,5000-10000,1.0,1
2019,North America,Haiti,5000-10000,1.0,1
2019,North America,Haiti,>10000,1.0,0
2019,North America,Haiti,2000-4999,1.0,0
2019,North America,Haiti,2000-4999,1.0,0
2019,North America,Haiti,5000-10000,0.0,0
2019,North America,Haiti,100-999,0.0,1
2019,North America,Haiti,5000-10000,0.0,0
2020,North America,Haiti,100-999,0.0,1
1990,North America,Dominican Republic,,1.0,1
1990,North America,Dominican Republic,,1.0,1
1990,North America,Dominican Republic,,0.0,0
1990,North America,Dominican Republic,,0.0,0
1991,North America,Dominican Republic,,0.0,0
1991,North America,Dominican Republic,,0.0,0
1991,North America,Dominican Republic,,1.0,1
1992,North America,Dominican Republic,,0.0,1
1993,North America,Dominican Republic,,1.0,0
1994,North America,Dominican Republic,,1.0,0
1994,North America,Dominican Republic,,1.0,0
1995,North America,Dominican Republic,,1.0,1
1995,North America,Dominican Republic,,1.0,1
1995,North America,Dominican Republic,,1.0,1
1995,North America,Dominican Republic,,1.0,0
1995,North America,Dominican Republic,,1.0,0
1995,North America,Dominican Republic,,1.0,0
1996,North America,Dominican Republic,,1.0,0
1996,North America,Dominican Republic,,0.0,0
1996,North America,Dominican Republic,,0.0,0
1997,North America,Dominican Republic,,1.0,0
1997,North America,Dominican Republic,,0.0,1
1997,North America,Dominican Republic,,1.0,1
1997,North America,Dominican Republic,,1.0,0
1997,North America,Dominican Republic,,1.0,1
1998,North America,Dominican Republic,,1.0,0
1998,North America,Dominican Republic,,1.0,0
1998,North America,Dominican Republic,,1.0,1
1998,North America,Dominican Republic,,1.0,1
1999,North America,Dominican Republic,,1.0,1
1999,North America,Dominican Republic,,0.0,0
2000,North America,Dominican Republic,,1.0,0
2001,North America,Dominican Republic,,0.0,0
2001,North America,Dominican Republic,,0.0,0
2001,North America,Dominican Republic,,0.0,0
2002,North America,Dominican Republic,,1.0,1
2003,North America,Dominican Republic,,1.0,0
2003,North America,Dominican Republic,,1.0,0
2004,North America,Dominican Republic,,1.0,1
2012,North America,Dominican Republic,,1.0,1
2012,North America,Dominican Republic,,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2017,North America,Dominican Republic,>10000,0.0,0
2018,North America,Dominican Republic,>10000,0.0,0
2018,North America,Dominican Republic,>10000,0.0,0
2018,North America,Dominican Republic,>10000,0.0,0
2018,North America,Dominican Republic,5000-10000,0.0,0
2020,North America,Dominican Republic,5000-10000,0.0,0
2020,North America,Dominican Republic,100-999,0.0,0
1991,North America,Jamaica,,0.0,0
1991,North America,Jamaica,,0.0,0
1993,North America,Jamaica,,0.0,0
1996,North America,Jamaica,,0.0,0
1998,North America,Jamaica,,0.0,0
1999,North America,Jamaica,,1.0,1
1999,North America,Jamaica,,1.0,0
2001,North America,Jamaica,,0.0,0
2002,North America,Jamaica,,0.0,0
2003,North America,Jamaica,,1.0,0
2003,North America,Jamaica,,0.0,0
2003,North America,Jamaica,,1.0,0
2003,North America,Jamaica,,1.0,1
2003,North America,Jamaica,,1.0,1
2004,North America,Jamaica,,1.0,1
2004,North America,Jamaica,,1.0,0
2005,North America,Jamaica,,0.0,0
2005,North America,Jamaica,,0.0,0
2006,North America,Jamaica,,1.0,0
2010,North America,Jamaica,,0.0,0
2014,North America,Jamaica,50-99,1.0,0
2014,North America,Jamaica,50-99,0.0,0
2014,North America,Jamaica,50-99,0.0,0
2014,North America,Jamaica,50-99,0.0,0
2014,North America,Jamaica,50-99,0.0,0
2014,North America,Jamaica,50-99,0.0,0
2014,North America,Jamaica,100-999,0.0,0
2015,North America,Jamaica,100-999,0.0,0
1990,North America,Mexico,,0.0,1
1990,North America,Mexico,,1.0,1
1990,North America,Mexico,,0.0,0
1990,North America,Mexico,,0.0,0
1990,North America,Mexico,,1.0,1
1991,North America,Mexico,,0.0,0
1991,North America,Mexico,,0.0,0
1991,North America,Mexico,,0.0,0
1991,North America,Mexico,,0.0,0
1992,North America,Mexico,,0.0,0
1992,North America,Mexico,,1.0,0
1992,North America,Mexico,,0.0,0
1992,North America,Mexico,,1.0,0
1992,North America,Mexico,,1.0,0
1993,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,1.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,0.0,0
1994,North America,Mexico,,1.0,0
1994,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,0.0,0
1995,North America,Mexico,,1.0,0
1995,North America,Mexico,,1.0,0
1996,North America,Mexico,,0.0,0
1996,North America,Mexico,,0.0,0
1996,North America,Mexico,,0.0,0
1996,North America,Mexico,,0.0,0
1996,North America,Mexico,,0.0,0
1996,North America,Mexico,,0.0,0
1997,North America,Mexico,,0.0,0
1997,North America,Mexico,,0.0,0
1997,North America,Mexico,,0.0,0
1998,North America,Mexico,,0.0,0
1998,North America,Mexico,,0.0,0
1998,North America,Mexico,,1.0,1
1998,North America,Mexico,,0.0,0
1998,North America,Mexico,,1.0,0
1998,North America,Mexico,,0.0,0
1998,North America,Mexico,,0.0,0
1998,North America,Mexico,,0.0,0
1999,North America,Mexico,,0.0,0
1999,North America,Mexico,,1.0,0
1999,North America,Mexico,,1.0,1
1999,North America,Mexico,,1.0,1
2000,North America,Mexico,,0.0,0
2000,North America,Mexico,,1.0,0
2000,North America,Mexico,,0.0,0
2000,North America,Mexico,,1.0,0
2000,North America,Mexico,,1.0,0
2000,North America,Mexico,,0.0,0
2000,North America,Mexico,,1.0,0
2000,North America,Mexico,,0.0,0
2001,North America,Mexico,,0.0,0
2001,North America,Mexico,,0.0,0
2001,North America,Mexico,,0.0,0
2002,North America,Mexico,,1.0,0
2003,North America,Mexico,,0.0,0
2003,North America,Mexico,,1.0,0
2004,North America,Mexico,,0.0,0
2004,North America,Mexico,,0.0,0
2004,North America,Mexico,,0.0,0
2005,North America,Mexico,,0.0,0
2005,North America,Mexico,,0.0,0
2006,North America,Mexico,,0.0,0
2006,North America,Mexico,,1.0,0
2006,North America,Mexico,,1.0,1
2006,North America,Mexico,,0.0,0
2006,North America,Mexico,,0.0,0
2006,North America,Mexico,,0.0,0
2006,North America,Mexico,,0.0,0
2007,North America,Mexico,,0.0,0
2007,North America,Mexico,,0.0,0
2007,North America,Mexico,,0.0,0
2007,North America,Mexico,,0.0,0
2007,North America,Mexico,,0.0,0
2008,North America,Mexico,,0.0,0
2008,North America,Mexico,,0.0,0
2008,North America,Mexico,,0.0,0
2009,North America,Mexico,,0.0,0
2009,North America,Mexico,,0.0,0
2009,North America,Mexico,,0.0,0
2009,North America,Mexico,,0.0,0
2009,North America,Mexico,,0.0,0
2010,North America,Mexico,,0.0,0
2011,North America,Mexico,,0.0,0
2011,North America,Mexico,,0.0,0
2012,North America,Mexico,,0.0,0
2012,North America,Mexico,,1.0,0
2013,North America,Mexico,,1.0,0
2013,North America,Mexico,,0.0,0
2013,North America,Mexico,,0.0,0
2014,North America,Mexico,1000-1999,0.0,0
2014,North America,Mexico,50-99,1.0,0
2014,North America,Mexico,1000-1999,0.0,0
2014,North America,Mexico,1000-1999,0.0,0
2014,North America,Mexico,50-99,0.0,1
2014,North America,Mexico,2000-4999,0.0,0
2014,North America,Mexico,100-999,1.0,0
2014,North America,Mexico,2000-4999,0.0,0
2014,North America,Mexico,50-99,1.0,0
2014,North America,Mexico,2000-4999,0.0,0
2014,North America,Mexico,5000-10000,1.0,0
2014,North America,Mexico,2000-4999,1.0,0
2014,North America,Mexico,50-99,1.0,0
2014,North America,Mexico,50-99,1.0,0
2014,North America,Mexico,5000-10000,1.0,0
2015,North America,Mexico,100-999,1.0,1
2015,North America,Mexico,50-99,1.0,0
2015,North America,Mexico,50-99,0.0,0
2015,North America,Mexico,50-99,0.0,0
2015,North America,Mexico,2000-4999,0.0,0
2015,North America,Mexico,50-99,0.0,0
2015,North America,Mexico,100-999,1.0,0
2015,North America,Mexico,50-99,0.0,0
2015,North America,Mexico,100-999,0.0,0
2015,North America,Mexico,100-999,0.0,0
2015,North America,Mexico,50-99,1.0,0
2015,North America,Mexico,50-99,0.0,0
2015,North America,Mexico,>10000,0.0,0
2016,North America,Mexico,100-999,0.0,0
2016,North America,Mexico,100-999,0.0,0
2016,North America,Mexico,2000-4999,1.0,1
2016,North America,Mexico,1000-1999,0.0,0
2016,North America,Mexico,2000-4999,0.0,0
2017,North America,Mexico,>10000,1.0,1
2017,North America,Mexico,>10000,0.0,0
2017,North America,Mexico,50-99,0.0,0
2017,North America,Mexico,100-999,0.0,0
2018,North America,Mexico,50-99,0.0,0
2018,North America,Mexico,50-99,0.0,0
2018,North America,Mexico,50-99,0.0,0
2019,North America,Mexico,100-999,0.0,0
2019,North America,Mexico,100-999,0.0,0
2019,North America,Mexico,100-999,0.0,0
2019,North America,Mexico,2000-4999,0.0,0
2019,North America,Mexico,100-999,0.0,0
2020,North America,Mexico,100-999,0.0,0
2020,North America,Mexico,100-999,0.0,0
2020,North America,Mexico,>10000,0.0,0
1990,Central America,Guatemala,,1.0,1
1991,Central America,Guatemala,,0.0,0
1992,Central America,Guatemala,,0.0,0
1993,Central America,Guatemala,,1.0,0
1993,Central America,Guatemala,,0.0,0
1993,Central America,Guatemala,,0.0,0
1994,Central America,Guatemala,,1.0,1
1994,Central America,Guatemala,,0.0,0
1996,Central America,Guatemala,,1.0,0
1996,Central America,Guatemala,,1.0,0
1996,Central America,Guatemala,,0.0,0
1997,Central America,Guatemala,,1.0,1
1997,Central America,Guatemala,,0.0,0
1997,Central America,Guatemala,,1.0,0
1997,Central America,Guatemala,,0.0,0
1997,Central America,Guatemala,,1.0,0
2000,Central America,Guatemala,,1.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,0.0,0
2001,Central America,Guatemala,,1.0,0
2001,Central America,Guatemala,,1.0,0
2001,Central America,Guatemala,,1.0,0
2002,Central America,Guatemala,,1.0,0
2002,Central America,Guatemala,,0.0,0
2002,Central America,Guatemala,,1.0,0
2002,Central America,Guatemala,,1.0,0
2002,Central America,Guatemala,,0.0,0
2002,Central America,Guatemala,,0.0,0
2002,Central America,Guatemala,,0.0,0
2002,Central America,Guatemala,,1.0,0
2003,Central America,Guatemala,,0.0,0
2003,Central America,Guatemala,,0.0,0
2003,Central America,Guatemala,,0.0,0
2003,Central America,Guatemala,,0.0,0
2003,Central America,Guatemala,,1.0,0
2003,Central America,Guatemala,,1.0,0
2003,Central America,Guatemala,,1.0,0
2003,Central America,Guatemala,,0.0,0
2003,Central America,Guatemala,,1.0,0
2003,Central America,Guatemala,,0.0,0
2004,Central America,Guatemala,,0.0,0
2004,Central America,Guatemala,,0.0,0
2004,Central America,Guatemala,,1.0,0
2004,Central America,Guatemala,,1.0,0
2005,Central America,Guatemala,,0.0,0
2005,Central America,Guatemala,,0.0,0
2005,Central America,Guatemala,,0.0,0
2005,Central America,Guatemala,,1.0,1
2005,Central America,Guatemala,,1.0,1
2005,Central America,Guatemala,,1.0,0
2005,Central America,Guatemala,,0.0,0
2005,Central America,Guatemala,,1.0,0
2006,Central America,Guatemala,,0.0,0
2007,Central America,Guatemala,,0.0,0
2008,Central America,Guatemala,,0.0,0
2008,Central America,Guatemala,,0.0,0
2008,Central America,Guatemala,,0.0,0
2009,Central America,Guatemala,,0.0,0
2009,Central America,Guatemala,,0.0,0
2009,Central America,Guatemala,,0.0,0
2012,Central America,Guatemala,,0.0,0
2012,Central America,Guatemala,,1.0,1
2012,Central America,Guatemala,,0.0,0
2013,Central America,Guatemala,,0.0,0
2013,Central America,Guatemala,,0.0,0
2013,Central America,Guatemala,,1.0,0
2013,Central America,Guatemala,,0.0,0
2013,Central America,Guatemala,,0.0,0
2014,Central America,Guatemala,50-99,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,>10000,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,2000-4999,0.0,0
2015,Central America,Guatemala,>10000,0.0,0
2015,Central America,Guatemala,100-999,0.0,0
2015,Central America,Guatemala,50-99,0.0,0
2015,Central America,Guatemala,>10000,0.0,0
2015,Central America,Guatemala,50-99,0.0,0
2016,Central America,Guatemala,>10000,0.0,0
2017,Central America,Guatemala,100-999,0.0,0
2017,Central America,Guatemala,100-999,0.0,0
2018,Central America,Guatemala,100-999,0.0,0
2018,Central America,Guatemala,1000-1999,0.0,0
2018,Central America,Guatemala,100-999,0.0,0
2018,Central America,Guatemala,100-999,0.0,0
2018,Central America,Guatemala,5000-10000,0.0,0
2019,Central America,Guatemala,100-999,0.0,0
2019,Central America,Guatemala,100-999,0.0,0
2019,Central America,Guatemala,50-99,0.0,0
2019,Central America,Guatemala,2000-4999,0.0,0
1990,Central America,Honduras,,0.0,0
1990,Central America,Honduras,,0.0,0
1991,Central America,Honduras,,0.0,0
1991,Central America,Honduras,,0.0,1
1992,Central America,Honduras,,0.0,0
1992,Central America,Honduras,,0.0,0
1992,Central America,Honduras,,0.0,0
1993,Central America,Honduras,,0.0,0
1993,Central America,Honduras,,0.0,0
1994,Central America,Honduras,,0.0,0
1994,Central America,Honduras,,0.0,0
1994,Central America,Honduras,,0.0,0
1994,Central America,Honduras,,1.0,0
1994,Central America,Honduras,,0.0,0
1994,Central America,Honduras,,0.0,0
1995,Central America,Honduras,,0.0,0
1995,Central America,Honduras,,0.0,0
1995,Central America,Honduras,,1.0,1
1996,Central America,Honduras,,0.0,0
1996,Central America,Honduras,,0.0,0
1996,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,1
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,0.0,0
1997,Central America,Honduras,,1.0,1
1998,Central America,Honduras,,1.0,0
1998,Central America,Honduras,,0.0,0
1998,Central America,Honduras,,0.0,0
1998,Central America,Honduras,,0.0,0
1999,Central America,Honduras,,0.0,0
1999,Central America,Honduras,,0.0,0
1999,Central America,Honduras,,0.0,0
1999,Central America,Honduras,,0.0,0
1999,Central America,Honduras,,0.0,0
2000,Central America,Honduras,,0.0,0
2000,Central America,Honduras,,0.0,0
2001,Central America,Honduras,,0.0,0
2002,Central America,Honduras,,0.0,0
2002,Central America,Honduras,,0.0,0
2002,Central America,Honduras,,0.0,0
2002,Central America,Honduras,,1.0,0
2003,Central America,Honduras,,1.0,0
2004,Central America,Honduras,,0.0,0
2004,Central America,Honduras,,0.0,0
2004,Central America,Honduras,,0.0,0
2004,Central America,Honduras,,0.0,0
2004,Central America,Honduras,,0.0,0
2004,Central America,Honduras,,0.0,0
2005,Central America,Honduras,,0.0,0
2005,Central America,Honduras,,0.0,0
2006,Central America,Honduras,,0.0,0
2007,Central America,Honduras,,1.0,0
2007,Central America,Honduras,,0.0,0
2009,Central America,Honduras,,0.0,0
